PC1,PC2,Probability,Free_Energy_kJ_mol,Sampled
-3.4481238000000003,0.6494251500000003,2.3561363627270515e-08,27.133274347052172,False
-3.4481238000000003,0.7264910500000004,6.961782194276772e-12,47.404586091150335,False
-3.4481238000000003,0.8035569500000004,2.808583391196284e-09,32.438553378750335,False
-3.4481238000000003,0.8806228500000004,4.1512522254342735e-08,25.72051356785078,False
-3.4481238000000003,0.9576887500000004,8.377886259041698e-06,12.482170141813402,True
-3.4481238000000003,1.0347546500000004,6.188954290684786e-05,7.4941022276598925,True
-3.4481238000000003,1.1118205500000005,1.0664772818928069e-05,11.880160468601598,True
-3.4481238000000003,1.1888864500000005,2.62970003747487e-05,9.628997693896228,True
-3.4481238000000003,1.2659523500000005,8.205121551501349e-05,6.790717643169136,True
-3.4481238000000003,1.3430182500000005,8.92601499714314e-05,6.580665613544138,True
-3.4481238000000003,1.4200841500000005,8.092096765125283e-05,6.825315771870246,True
-3.4481238000000003,1.4971500500000006,1.793315007088079e-05,10.583840356598865,True
-3.4481238000000003,1.5742159500000006,3.4491424227944746e-06,14.695821031695976,True
-3.4481238000000003,1.6512818500000006,1.789165147219084e-05,10.589619124719947,True
-3.4481238000000003,1.7283477500000006,1.1812971841315803e-05,11.625108874875743,True
-3.4481238000000003,1.8054136500000006,9.516566834758142e-06,12.164295321384293,True
-3.4481238000000003,1.8824795500000007,1.1387153846274154e-06,17.46010927197213,False
-3.4481238000000003,1.9595454500000007,1.1442977424988366e-06,17.44791107710606,False
-3.4481238000000003,2.0366113500000007,8.434534394749722e-06,12.465361119524992,True
-3.4481238000000003,2.1136772500000007,1.1471132876722272e-06,17.44178129334403,False
-3.4481238000000003,2.1907431500000007,1.1802139833173696e-06,17.37082443412011,False
-3.4481238000000003,2.2678090500000008,1.677090813153708e-05,10.750974107680726,True
-3.4481238000000003,2.344874950000001,6.301980469417291e-05,7.448960165566195,True
-3.4481238000000003,2.421940850000001,8.401454584451163e-06,12.47516302188123,True
-3.4481238000000003,2.499006750000001,8.413788576295841e-06,12.471503822967442,True
-3.4481238000000003,2.576072650000001,6.186878316482958e-05,7.494939049420826,True
-3.4481238000000003,2.653138550000001,8.393028834277574e-06,12.477665829105886,True
-3.4481238000000003,2.730204450000001,2.6369947018466797e-08,26.852370006723515,False
-3.4481238000000003,2.807270350000001,1.1330703707162456e-06,17.472505340650244,False
-3.4481238000000003,2.884336250000001,8.372269092259306e-06,12.48384309555034,True
-3.4481238000000003,2.961402150000001,1.1330634089340514e-06,17.47252066635034,False
-3.4481238000000003,3.038468050000001,2.808583391196284e-09,32.438553378750335,False
-3.4481238000000003,3.115533950000001,0.0,,False
-3.4481238000000003,3.192599850000001,0.0,,False
-3.4481238000000003,3.269665750000001,0.0,,False
-3.4481238000000003,3.346731650000001,0.0,,False
-3.4481238000000003,3.423797550000001,0.0,,False
-3.4481238000000003,3.5008634500000007,0.0,,False
-3.4481238000000003,3.5779293500000002,0.0,,False
